Time,Angle_paka,Angle_kolo,Hmotnost=9.78
0.0004,39.861982420000004,-39.75507812999998
0.1024,39.84000977000005,-39.738598629999984
0.2026,39.724653320000016,-39.59028319999998
0.3028,39.37858398000003,-39.255200199999976
0.403,39.05998047000003,-38.93659667999998
0.5032,38.76884276999999,-38.661938479999975
0.6035,38.41728026999999,-38.29938964999998
0.704,38.04374512000004,-37.92585448999998
0.8043,37.758100590000026,-37.63471679999998
0.9046,37.45048340000005,-37.31611327999998
1.0048,37.13187988000004,-37.00849608999998
1.105,36.82975586000009,-36.70087890999998
1.2052,36.489179690000014,-36.34382323999998
1.3057,36.115644530000054,-35.97028808999998
1.406,35.80802734000008,-35.65717772999998
1.5062,35.49491699000009,-35.338574219999984
1.6064,35.17082031000007,-34.992504879999984
1.7066,34.86320312999999,-34.67939452999998
1.8069,34.53910645000008,-34.34980468999998
1.9073,34.182050780000054,-34.01472167999998
2.0074,33.89640625000004,-33.71809081999998
2.1076,33.572309570000016,-33.38300780999998
2.2079,33.20976074000009,-33.02045897999998
2.3082,32.89665038999999,-32.71284179999998
2.4084,32.56156738000004,-32.36677245999998
2.5089,32.20451172000003,-32.02619628999998
2.609,31.84196288999999,-31.66914062999998
2.7092,31.545332030000054,-31.367016599999978
2.8094,31.22672852000005,-31.05390624999998
2.9111,30.919111330000078,-30.73530272999998
3.0113,30.600507810000067,-30.43317870999998
3.1115,30.265424800000005,-30.10908202999998
3.2117,29.90836913999999,-29.752026369999978
3.3119,29.589765629999988,-29.44440917999998
3.4122,29.227216800000065,-29.10383300999998
3.5129,28.88114746000008,-28.76325683999998
3.6131,28.58451660000003,-28.46113280999998
3.7133,28.276899410000055,-28.15900878999998
3.8135,27.925336910000055,-27.80744628999998
3.9136,27.62321288999999,-27.494335939999978
4.0141,27.29911621000008,-27.17573241999998
4.1144,26.931074220000028,-26.81867675999998
4.2147,26.606977540000003,-26.500073239999978
4.3148,26.288374019999992,-26.17597655999998
4.4152,25.958784180000066,-25.85737304999998
4.5172,25.640180660000055,-25.54426269999998
4.6174,25.33256348000009,-25.23664550999998
4.7176,24.98649413999999,-24.88508300999998
4.8179,24.689863280000054,-24.59394530999998
4.9181,24.37125977000005,-24.28083495999998
5.0183,24.041669920000004,-23.94575194999998
5.1185,23.717573240000092,-23.62165526999998
5.2187,23.43192871000008,-23.35798339999998
5.319,23.096845700000017,-23.02290038999998
5.4195,22.78373535000003,-22.70429687999998
5.5197,22.498090820000016,-22.42414550999998
5.6203,22.16850098000009,-22.08906249999998
5.721,21.855390629999988,-21.77595214999998
5.8213,21.57523925999999,-21.495800779999982
5.9215,21.234663090000026,-21.14973144999998
6.022,20.87211425999999,-20.77619628999998
6.1224,20.56999023000003,-20.48505858999998
6.2226,20.262373050000065,-20.17744140999998
6.3228,19.927290040000003,-19.82587890999998
6.4246,19.614179690000014,-19.50727538999998
6.5248,19.30656250000004,-19.18317870999998
6.6251,19.00443848000009,-18.87556151999998
6.7253,18.65287598000009,-18.502026369999978
6.8255,18.339765629999988,-18.177929689999978
6.9257,17.977216800000065,-17.826367189999978
7.0259,17.675092769999992,-17.529736329999977
7.126,17.378461910000055,-17.23859862999998
7.2264,17.059858400000053,-16.919995119999978
7.3269,16.686323240000092,-16.52448729999998
7.427,16.37321288999999,-16.23334960999998
7.5278,16.038129880000042,-15.90375976999998
7.628,15.71952637000004,-15.57416991999998
7.7283,15.395429690000014,-15.23908690999998
7.8284,15.06583984000008,-14.920483399999979
7.9286,14.71977050999999,-14.585400389999979
8.0288,14.423139650000053,-14.29426269999998
8.129,14.121015629999988,-13.98664550999998
8.2292,13.758466800000065,-13.61860351999998
8.3294,13.478315430000066,-13.34394530999998
8.4295,13.143232420000004,-13.019848629999979
8.5298,12.802656250000041,-12.68476562999998
8.6302,12.495039060000067,-12.39912108999998
8.7304,12.18192871000008,-12.10249022999998
8.8306,11.83036621000008,-11.756420899999979
8.9308,11.55021484000008,-11.48725585999998
9.031,11.242597660000001,-11.17963866999998
9.1312,10.907514650000053,-10.84455565999998
9.2318,10.555952150000053,-10.49299315999998
9.3321,10.24833496000008,-10.185375979999979
9.4323,9.929731450000077,-9.866772459999979
9.5325,9.561689450000017,-9.49323729999998
9.6329,9.226606450000077,-9.14716796999998
9.7331,8.908002930000066,-8.839550779999978
9.8333,8.589399410000055,-8.52644042999998
9.9336,8.26530273000003,-8.20783690999998
10.0338,7.957685550000065,-7.9002197299999795
10.134,7.63358887000004,-7.5816162099999795
10.2343,7.336958009999989,-7.284985349999979
10.3345,7.023847660000001,-6.97736815999998
10.4347,6.661298830000078,-6.60932616999998
10.5354,6.326215820000016,-6.246777339999979
10.6356,6.007612300000005,-5.933666989999979
10.7359,5.661542970000028,-5.58759765999998
10.8387,5.304487300000005,-5.230541989999979
10.9394,5.013349610000091,-4.93940429999998
11.0396,4.667280269999992,-4.598828119999979
11.1402,4.348676759999989,-4.28022460999998
11.2406,4.024580080000078,-3.9506347699999793
11.3408,3.53568848000009,-3.6155517599999794
11.4414,3.337934570000016,-3.2530029299999796
11.5416,2.8160839800000304,-2.923413089999979
11.6417,2.4755078100000674,-2.55537108999998
11.7421,2.1623974600000793,-2.2093017599999794
11.8427,1.7998486300000422,-1.85224608999998
11.9428,1.4812451200000396,-1.3688476599999788
12.0431,1.1406689500000766,-1.2095458999999789
12.144,0.8275585900000806,-0.731640619999979
12.2442,0.5144482400000925,-0.3910644499999787
