Time,Angle_paka,Angle_kolo
0.0015,0.05493164,0.31860352
0.1018,0.05493164,0.31860352
0.2019,0.05493164,0.31860352
0.3021,0.05493164,0.31860352
0.4023,0.05493164,0.31860352
0.5025,0.05493164,0.31860352
0.6026,0.05493164,0.31860352
0.7028,0.05493164,0.31860352
0.8029,0.05493164,0.31860352
0.9031,0.05493164,0.31860352
1.0032,0.05493164,0.31860352
1.1035,0.05493164,0.31860352
1.2037,0.05493164,0.31860352
