Time,Angle_Paka
0.000539999979082495,0.000293827237328514
0.00107999995816499,0.000179458147613332
0.00188999995589256,0.0000078925604611868
0.00310499989427626,-0.00024944989127107
0.00492750015109777,-0.000635461765341461
0.00762750022113323,-0.00120731629431248
0.0103275002911687,-0.00177915161475539
0.0130275003612041,-0.00235098972916603
0.015727499499917,-0.0029228285420686
0.0184275005012751,-0.00349465687759221
0.0211274996399879,-0.00406648591160774
0.023827500641346,-0.0046383198350668
0.0265274997800589,-0.00521016446873546
0.0292275007814169,-0.00578200910240412
0.0319274999201298,-0.00635416293516755
0.0346275009214878,-0.00692638102918863
0.0373274981975555,-0.00749863544479012
0.0400274991989136,-0.00807093363255262
0.0427275002002716,-0.00864326767623425
0.0454275012016296,-0.0092156333848834
0.0481274984776974,-0.00978803914040327
0.0508274994790554,-0.0103604719042778
0.0535275004804134,-0.0109329363331199
0.0562275014817715,-0.0115054370835423
0.0589274987578392,-0.0120779564604163
0.0616274997591972,-0.0126504963263869
0.0643275007605553,-0.0132230473682284
0.0670275017619133,-0.0137956105172634
0.0697275027632713,-0.0143681857734919
0.0724274963140488,-0.0149407414719462
0.0751274973154068,-0.0155132841318846
0.0778274983167648,-0.0160857960581779
0.0805274993181229,-0.016658291220665
0.0832275003194809,-0.0172307435423136
0.0859275013208389,-0.017803156748414
0.088627502322197,-0.0183755103498697
0.091327503323555,-0.0189478136599064
0.0940274968743324,-0.0195200592279434
0.0967274978756905,-0.0200922358781099
0.0994274988770485,-0.0206643305718899
0.102127499878407,-0.0212363637983799
0.104827500879765,-0.0218083094805479
0.107527501881123,-0.0223801676183939
0.110227502882481,-0.0229519512504339
0.112927496433258,-0.0235236305743456
0.115627497434616,-0.0240952372550964
0.118327498435974,-0.0246667265892029
0.121027499437332,-0.0252381283789873
0.12372750043869,-0.0258094351738691
0.126427501440048,-0.0263806562870741
0.129127502441406,-0.0269517917186022
0.131827503442764,-0.027522848919034
0.134527504444122,-0.0280938725918531
0.13722750544548,-0.0286648757755756
0.139927506446838,-0.0292359068989754
0.142627507448196,-0.0298078339546919
0.145327493548393,-0.030379768460989
0.148027494549751,-0.0309517290443182
0.150727495551109,-0.031523697078228
0.153427496552467,-0.0320956707000732
0.156127497553825,-0.0326676554977894
0.158827498555183,-0.0332396738231182
0.161527499556541,-0.0338117182254791
0.164227500557899,-0.0343837775290012
0.166927501559258,-0.0349558517336845
0.169627502560616,-0.035527940839529
0.172327503561974,-0.0361000448465347
0.175027504563332,-0.0366721674799919
0.17772750556469,-0.0372443050146103
0.180427506566048,-0.0378164574503899
0.183127492666245,-0.0383886136114597
0.185827493667603,-0.0389607772231102
0.188527494668961,-0.0395329482853413
0.191227495670319,-0.0401051193475723
0.193927496671677,-0.0406772941350937
0.196627497673035,-0.0412494726479053
0.199327498674393,-0.0418216548860073
0.202027499675751,-0.042393833398819
0.204727500677109,-0.0429660081863403
0.207427501678467,-0.0435381792485714
0.210127502679825,-0.0441103391349316
0.212827503681183,-0.0446824952960014
0.215527504682541,-0.0452546402812004
0.218227505683899,-0.0458267703652382
0.220927506685257,-0.0463988929986954
0.223627492785454,-0.0469709970057011
0.226327493786812,-0.0475430861115456
0.22902749478817,-0.0481151528656483
0.231727495789528,-0.0486872345209122
0.234427496790886,-0.049259290099144
0.237127497792244,-0.0498312301933765
0.239827498793602,-0.0504032149910927
0.24252749979496,-0.0509751811623573
0.245227500796318,-0.0515471249818802
0.247927501797676,-0.0521190464496613
0.250627487897873,-0.0526909455657005
0.253327488899231,-0.0532628186047077
0.256027489900589,-0.0538346916437149
0.258727490901947,-0.0544065535068512
0.261427491903305,-0.054978396743536
0.264127492904663,-0.0555502250790596
0.266827493906021,-0.0561220571398735
0.269527494907379,-0.0566938817501068
0.272227495908737,-0.0572657063603401
0.274927496910095,-0.0578375346958637
0.277627497911453,-0.0584093704819679
0.280327498912811,-0.0589812062680721
0.283027499914169,-0.059553287923336
0.285727500915527,-0.0601254962384701
0.288427501916885,-0.0606977455317974
0.291127502918243,-0.0612700395286083
0.293827503919601,-0.0618423707783222
0.296527504920959,-0.0624147392809391
0.299227505922318,-0.0629871413111687
0.301927506923676,-0.0635595619678497
0.304627507925034,-0.064132034778595
0.307327508926392,-0.064704529941082
0.31002750992775,-0.0652770474553108
0.312727510929108,-0.0658495873212814
0.315427511930466,-0.0664221420884132
0.318127512931824,-0.0669947117567062
0.320827513933182,-0.0675672814249992
0.323527485132217,-0.0681398436427116
0.326227486133575,-0.0687123835086823
0.328927487134933,-0.0692849010229111
0.331627488136292,-0.0698573961853981
0.33432748913765,-0.0704298540949821
0.337027490139008,-0.0710022747516632
0.339727491140366,-0.0715746358036995
0.342427492141724,-0.072146937251091
0.345127493143082,-0.0727191939949989
0.34782749414444,-0.0732913687825203
0.350527495145798,-0.0738634765148163
0.353227496147156,-0.0744355171918869
0.355927497148514,-0.0750074610114098
0.358627498149872,-0.0755793303251266
0.36132749915123,-0.0761511251330376
0.364027500152588,-0.0767228081822395
0.366727501153946,-0.0772944241762161
0.369427502155304,-0.0778659209609032
0.372127503156662,-0.0784373357892036
0.37482750415802,-0.0790086388587952
0.377527505159378,-0.0795798674225807
0.380227506160736,-0.0801510140299797
0.382927507162094,-0.0807220786809921
0.385627508163452,-0.081293098628521
0.38832750916481,-0.0818641036748886
0.391027510166168,-0.0824351236224174
0.393727511167526,-0.0830069482326508
0.396427512168884,-0.083578884601593
0.399127513170242,-0.0841508507728577
0.4018275141716,-0.0847228169441223
0.404527485370636,-0.085294783115387
0.407227486371994,-0.0858667716383934
